Titre,Est_Predateur,oa_works,oa_cited,oa_found,cr_has_doi,Publisher,Impact_Ratio
"Èkonomika, Pedagogika i Pravo",0,0,0,1,1,"Charles University in Prague, Karolinum Press",0.0
Global Society of Scientific Research and Researchers,1,2035,3283,1,1,Egyptian Knowledge Bank,1.612475442043222
ESRSA Publication — Engineering and Science Research Support Academy,1,0,0,0,1,The Society of Life Support Technology,0.0
Global Academic Institute,1,0,0,0,1,Channel View Publications,0.0
World Journal of Pharmaceutical Research,1,1364,1826,1,1,World Journal of Pharmacy and Pharmaceutical Sciences,1.3377289377289376
International Journal of Development and Sustainability,1,60,211,1,1,Zed Books Ltd,3.459016393442623
Revista de Estudios Jurídicos y Criminológicos,0,0,0,0,1,Fundación José Ortega y Gasset-Gregorio Marañón,0.0
Annals of Urologic Oncology,0,116,65,1,1,Asian Medical Press Limited,0.5555555555555556
BMC Cancer,0,19362,584176,1,1,Springer Science and Business Media LLC,30.169705107679594
"International Institute for Private, Commercial and Competition Law",1,0,0,0,1,Hart Publishing,0.0
Asian Transactions,1,276,5960,1,1,Association for Computing Machinery (ACM),21.51624548736462
South Asian Journal of Mathematics,1,0,0,0,1,Informa UK Limited,0.0
Journal of Contemporary Brachytherapy,0,1002,9403,1,1,Termedia Sp. z.o.o.,9.374875373878364
Sibirskie Istoričeskie Issledovaniâ,0,0,0,0,1,The Russian Academy of Sciences,0.0
Journal of Intensive Medicine,0,3204,52562,1,1,Springer Science and Business Media LLC,16.4
World Science and Research Publishing,1,0,0,0,1,Maximum Academic Press,0.0
Ius Novum,0,86,25,1,1,Walter de Gruyter GmbH,0.28735632183908044
Arithmetic,0,5747,12065,1,1,DE GRUYTER,2.098990953375087
Indian Journal of Drugs,1,263,592,1,1,Indian Drug Manufacturers' Association (IDMA),2.242424242424242
Journal of Business Management and Applied Economics,1,0,0,0,1,Erytis Publishing Limited,0.0
The Journal of Academic Social Science Studies,1,4132,5851,1,1,"Omah Jurnal Sunan Giri, INSURI Ponorogo",1.4156786837648196
International Journal for Modern Trends in Science and Technology,1,702,1124,1,1,International Journal for Modern Trends in Science and Technology (IJMTST),1.5988620199146515
Journal of Socio-Economics on Tropical Agriculture (Jurnal Sosial Ekonomi Pertanian Tropis) (JOSETA),0,0,0,0,1,Universitas Andalas,0.0
Journal of Applied Economics and Business,1,134,291,1,1,Sri Lanka Journals Online (JOL),2.1555555555555554
Rasbran,0,102,132,1,1,Revista da Associacao Brasileira de Nutricao - RASBRAN,1.2815533980582525
Vox Juris,0,265,144,1,1,Universidad de San Martin de Porres,0.5413533834586466
Jurnal Psikiatri Surabaya,0,176,194,1,1,Universitas Airlangga,1.0960451977401129
Revista de Filología de la Universidad de La Laguna,0,1020,654,1,1,University of La Laguna,0.6405484818805093
Krakowskie Studia z Historii Państwa i Prawa,0,469,273,1,1,Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,0.5808510638297872
Mushaf,0,76,281,1,1,Gorgias Press,3.6493506493506493
International Journal of Digital Communication and Networks,1,0,0,0,1,Springer Netherlands,0.0
Bulletin of the Iraq Natural History Museum,0,203,467,1,1,Iraq Natural History Research Center and Museum,2.2892156862745097
International Journal for Innovative Research in Science and Technology,1,116,323,1,1,International Journal of Innovative Science and Research Technology,2.7606837606837606
Ergot,0,0,0,0,1,CRC Press,0.0
United Scientific Group,1,0,0,0,1,United Nations Publications,0.0
Epilepsia Open,0,1248,13355,1,1,Wiley,10.692554043234587
Holos,0,2209,5845,1,1,"Instituto Federal de Educacao, Ciencia e Tecnologia do Rio Grande do Norte (IFRN)",2.6447963800904977
International Design Journal,1,2390,24680,1,1,Informa UK Limited,10.322040987034713
Bulletin of Society for Mathematical Services and Standards,1,109,342,1,1,SciPress Ltd,3.109090909090909
Proceedings of Science,0,9074,97922,1,1,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),10.790303030303031
International Journal of Innovative Trends in Engineering,1,0,0,0,1,Springer Science and Business Media LLC,0.0
Scientific Researches,1,460,736,1,1,TI Journals,1.596529284164859
"Revista Iberoamericana de Contaduría, Economía y Administración",1,155,179,1,1,Centro de Estudios e Investigaciones para el Desarrollo Docente - CENID,1.1474358974358974
Technics Technologies Education Management,1,36,45,1,1,Trakia University,1.2162162162162162
Revista Estrategia Organizacional,0,179,188,1,1,Universidad Nacional Abierta y a Distancia,1.0444444444444445
Journals of Scientifics R&D,1,0,0,0,1,University of Hawaii Press,0.0
Journal of Pediatric Research,0,1218,19059,1,1,Springer Science and Business Media LLC,15.634946677604594
Journal of Metabolic Health,0,61,279,1,1,AOSIS,4.5
Estudios Interlingüísticos,0,70,86,1,1,Universidad de Costa Rica,1.2112676056338028
Liames,0,364,1273,1,1,Universidade Estadual de Campinas,3.4876712328767123
Российский технологический журнал,0,0,0,0,1,RTU MIREA,0.0
International Journal of Law and Legal Jurisprudence Studies,1,0,0,0,1,Routledge,0.0
GRDS Publishing,1,0,0,0,1,Wiley,0.0
Journal of Biological Dynamics,0,713,13537,1,1,Informa UK Limited,18.9593837535014
"Journal of Applied Science, Information and Computing",0,75,64,1,1,Kampala International University,0.8421052631578947
Journal of Medical Biomedical and Applied Sciences,1,168,156,1,1,Innovative Journal,0.9230769230769231
Better Advances Press,1,0,0,0,1,The MIT Press,0.0
BioPublisher,1,0,0,0,0,Unknown,0.0
Australian Journal of Clinical Education,0,105,172,1,1,Bond University,1.6226415094339623
Scientific Research Publishing,1,771,348,1,1,Elsevier,0.45077720207253885
Revista de Știinţe Educaţiei,0,0,0,0,1,Pontificia Universidade Catolica de Goias -PUC Goias,0.0
Global Scholars Journals,1,0,0,0,1,Sadguru Journals,0.0
Cuadernos del CEMYR,0,308,133,1,1,University of La Laguna,0.43042071197411
Scribes Guild,1,0,0,0,1,Foundation Pro Scientia Publica,0.0
Asian Journal of Mathematics and Applications,1,109,255,1,1,International Press of Boston,2.3181818181818183
Przegląd Dermatologiczny,0,214,199,1,1,Uniwersytet Warminsko-Mazurski,0.9255813953488372
International Journal of Sanskrit Research,1,471,20,1,1,AkiNik Publications,0.0423728813559322
SPIRI The Global Research,1,0,0,0,1,National Institute for Health and Care Research,0.0
Advances in Industrial Engineering and Management,0,0,0,0,1,Arts and Science Press Pte. Ltd.,0.0
International Institute of Engineers & Researchers,1,0,0,0,1,Association For Science (Publications),0.0
"Journal of Chemical, Biological and Physical Sciences",1,1183,1365,1,1,SAE Publications,1.1528716216216217
Zt-Journals,1,0,0,0,1,Oxford University Press,0.0
Jurnal Riset Akuntansi Kontemporer,0,0,0,0,1,Universitas Pasundan,0.0
International Journal of Engineering Sciences & Research Technology,1,331,246,1,1,Influential Scholarly Research Publication,0.7409638554216867
SciRes Literature,1,0,0,0,1,Wiley,0.0
Comunicación y Hombre,0,504,2020,1,1,Editorial UFV,4.0
International Journal of Current Microbiology and Applied Sciences,1,23826,82647,1,1,Excellent Publishers,3.4686280270281613
Hamidiye Medical Journal,0,173,66,1,1,Galenos Yayinevi,0.3793103448275862
Science Publishing Group,1,24,3,1,1,Science Publishing Group,0.12
RSF: The Russell Sage Foundation Journal of the Social Sciences,0,520,10553,1,1,Russell Sage Foundation,20.2552783109405
International Review of Research in Open and Distributed Learning,0,1748,77370,1,1,Athabasca University Press,44.23670668953688
International Education Research Foundation,1,0,0,0,1,Oxford University Press,0.0
"European Journal of Economics, Finance and Administrative Sciences",1,0,0,0,1,Emerald,0.0
Frontiers in Environmental Economics,0,88,249,1,1,Edward Elgar Publishing,2.797752808988764
AME Publishing Company,1,0,0,0,1,Springer Publishing Company,0.0
"International Academy of Arts, Science & Technology",1,0,0,0,1,RSE REM &quot;Kazakh National Academy of Choreography&quot; Committee of Culture MCS RK,0.0
"Transactions of the VŠB: Technical University of Ostrava, Safety Engineering Series",0,177,241,1,1,VSB - Technical University of Ostrava,1.353932584269663
Bahastra,0,176,350,1,1,Universitas Ahmad Dahlan,1.9774011299435028
Oceanic Journals,1,0,0,0,1,Oxford University Press,0.0
Ology Science,1,0,0,0,1,Bloomsbury Publishing Plc,0.0
Journal of Kerman University of Medical Sciences,0,0,0,0,1,Maad Rayan Publishing Company,0.0
Technology and Innovation,0,429,8164,1,1,De Gruyter,18.986046511627908
International Journal of Advent Research in Computer and Electronics,1,0,0,0,1,MG Aricent Private Limited,0.0
Health Science Monitor,0,76,38,1,1,Apex Publishing,0.4935064935064935
Journal of Pharmaceutical and Scientific Innovation,1,571,1558,1,1,Springer Science and Business Media LLC,2.7237762237762237
Avian Conservation and Ecology,0,628,8615,1,1,"Resilience Alliance, Inc.",13.696343402225756
World Journal of Publisher,1,0,0,0,1,Yixin Publisher,0.0
International Journal of Pharmacology and Physiology,1,6530,376073,1,1,CMV Verlag,57.58275914867555
Science Research Association,1,2685,52784,1,1,Korea Logistics Research Association,19.651526433358153
Interfaces Numériques,0,524,530,1,1,Lavoisier,1.0095238095238095
International Journal of English Research,1,161,2610,1,1,AkiNik Publications,16.11111111111111
Journal of Environmental Nanotechnology,1,890,1812,1,1,CRC Press,2.0336700336700337
Biotika,0,294,115,1,1,Russian Journal of Agricultural and Socio-Economic Sciences,0.3898305084745763
Aspects of Molecular Medicine,0,1546,138551,1,1,Elsevier,89.56108597285068
International Journal of Education and Research,1,1982,39716,1,1,Wiley,20.028240040342915
Slauga: Mokslas ir Praktika,0,388,26,1,1,Vilnius University Press,0.06683804627249357
Analytics,0,3626,78860,1,1,Technosphera JSC,21.742486903777227
Journal of Media & Mass Communication,1,19,17,1,1,"International Institute for Science, Technology and Education",0.85
Purple Journals,1,0,0,0,1,University of Wisconsin Press,0.0
PiscoMed Publishing,1,0,0,0,1,Wiley,0.0
International Journal of Current Engineering Sciences,1,0,0,0,1,Vigyanvardhan Blessed Foundation,0.0
Acta  de Gerencia Ciencia,1,0,0,0,1,"Revista Venezolana de Gerencia (RVG), Universidad del Zulia",0.0
پژوهش‌های زیرساخت‌های عمرانی,0,0,0,0,0,Unknown,0.0
British Journal for Military History,0,208,228,1,1,"Military History Institute, MND",1.0909090909090908
Clinical and Applied Thrombosis/Hemostasis,0,3333,49651,1,1,SAGE Publications,14.892321535692862
ARC Journals,1,0,0,0,1,Wiley,0.0
International Publisher for Advanced Scientific Journals,1,0,0,0,1,Routledge,0.0
International Journal of Research Methodology,1,1362,90093,1,1,Chapman and Hall/CRC,66.09904622157006
Cuestiones de Filosofía,0,327,279,1,1,Universidad Pedagógica y Tecnológica de Colombia,0.850609756097561
Aksona,0,77,45,1,1,Universitas Airlangga,0.5769230769230769
International Refereed Journal of Engineering and Science,1,0,0,0,1,"Guven Plus Grup Danismanlik, A.S.",0.0
Electronic Journal of Biology,1,403,1681,1,1,Insight Medical Publishing,4.160891089108911
Z Badań nad Książką i Księgozbiorami Historycznymi,0,791,188,1,1,University of Warsaw,0.23737373737373738
Krishi Sanskriti,1,0,0,0,1,Siksha O Anusandhan,0.0
Revista Transilvană de Ştiinţe Administrative,0,3,1,1,1,Moldova State University,0.25
Digital Information Research Foundation,1,0,0,0,1,Cambridge University Press,0.0
مجلة جامعة كركوك. الدراسات العلمية,0,0,0,0,1,Kirkuk University,0.0
ScienceOpen Research,0,140,1117,1,1,ScienceOpen,7.921985815602837
Academic Research Publishers,1,0,0,0,1,Axiom Academic Publishers,0.0
Mr. Scholar,1,0,0,0,1,Bloomsbury Publishing (UK),0.0
The Global Journals,1,0,0,0,1,Sadguru Journals,0.0
International Journal of Medical Science and Education,1,0,0,0,1,MDPI AG,0.0
Kosova Anthropologica,0,22,2,1,1,University of Prishtina,0.08695652173913043
Refleksi,0,333,2346,1,1,LP2M Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta,7.023952095808383
Iranian Journal of Information Processing & Management,0,118,80,1,1,CMV Verlag,0.6722689075630253
International Academy of Business & Economics,1,0,0,0,1,Macmillan Education UK,0.0
Asian Journal of Pharmaceutical Research and Health Care,1,485,1304,1,1,Medknow,2.683127572016461
Water Alternatives,0,22,358,1,1,CAIRN.INFO,15.565217391304348
International Journal of Modern Sciences and Engineering Technology,1,0,0,0,1,IIARD Publication Co.,0.0
Lingual,0,232,310,1,1,Palgrave Macmillan UK,1.3304721030042919
A M Publishers,1,0,0,0,1,Edinburgh University Press,0.0
BMC Biomedical Engineering,0,100,1806,1,1,Springer Science and Business Media LLC,17.88118811881188
Animal Models and Experimental Medicine,0,688,6773,1,1,Wiley,9.830188679245284
Journal of Health Research,0,65693,1582694,1,1,International Technology and Science Publications,24.09191098121594
The Turkish Journal of Ear Nose and Throat,0,135,542,1,1,SAGE Publications,3.985294117647059
International Journal of Medical Science Research and Practice,1,15,46,1,1,Art and Design Press,2.875
Revista de Artes Marciales Asiáticas,0,653,1061,1,1,University of Leon,1.6223241590214068
Journal of Teaching and Learning,0,307,2886,1,1,Routledge,9.37012987012987
Al-Azhar Journal of Pediatrics,0,262,68,1,1,Egypts Presidential Specialized Council for Education and Scientific Research,0.2585551330798479
Materiali di Estetica: Terza Serie,0,278,46,1,1,Milano University Press,0.16487455197132617
Terminal Journals,1,0,0,0,1,OpenEdition,0.0
Essential Chem,0,59,71,1,1,Informa UK Limited,1.1833333333333333
Scientific Viewers,1,0,0,0,1,University of California Press,0.0
Assimilation,0,104,512,1,1,University of California Press,4.876190476190477
Civilizar,0,450,1362,1,1,Universidad Sergio Arboleda,3.0199556541019956
SJournals,1,0,0,0,0,Unknown,0.0
Chemical Science Transactions,1,1096,4277,1,1,Chemical Science Transactions,3.8988149498632634
Scholar Publications,1,0,0,0,1,American Thoracic Society,0.0
International Journal of Computer Science and Telecommunications,1,0,0,0,1,Whioce Publishing Pte Ltd,0.0
Journal of Writing Research,0,289,6413,1,1,Routledge,22.113793103448277
Annals of Gastroenterological Surgery,0,992,12532,1,1,Wiley,12.620342396777442
Enhanced Research Publications,1,0,0,0,1,Cambridge University Press,0.0
Maejo International Journal of Science and Technology,0,40,282,1,1,Maejo University,6.878048780487805
Academy of Scientific and Applied Research,1,0,0,0,1,Siauliai State University of Applied Sciences,0.0
Revista Chapingo Serie Horticultura,0,1013,3745,1,1,Universidad Autonoma Chapingo,3.693293885601578
Medicentro,0,106,9,1,0,Unknown,0.08411214953271028
Journal de Afrikana,1,0,0,0,1,Degerler Egitimi Dergisi,0.0
Muzikološki Zbornik,0,49,1,1,1,National and University Library of the Republic of Srpska,0.02
The Journal of Civic Information,0,89,54,1,1,University of Florida George A Smathers Libraries,0.6
International Journal of Applied Dental Sciences,1,2268,2893,1,1,AkiNik Publications,1.2750110180696341
International Journal of Computer and Information Technology,1,1257,9097,1,1,OMICS Publishing Group,7.231319554848967
Jordan Journal of Nursing Research,0,140,70,1,1,Jordan University of Science and Technology,0.49645390070921985
International Journal of Innovative Research in Advanced Engineering,1,469,448,1,1,AM Publications,0.9531914893617022
هنر اسلامی,0,39,0,1,1,University of Management and Technology,0.0
World Journal of Pharmaceutical Sciences,1,97,351,1,1,World Journal of Pharmaceutical Sciences,3.5816326530612246
International Journal of Electrochemistry,0,293,5544,1,1,Royal Society of Chemistry,18.857142857142858
Universal Research Group,1,0,0,0,1,Shodh Sagar,0.0
Contemporary Research in India,1,0,0,0,1,Routledge,0.0
Revista Catarinense da Ciência Contábil,0,877,1186,1,1,Revista Catarinense da Ciencia Contabil,1.3507972665148065
Convergência Lusíada,0,245,25,1,1,Revista Convergencia Lusiada,0.1016260162601626
Digital Health,0,912,50316,1,1,Chapman and Hall/CRC,55.110624315443594
Journal of Governance and Public Policy,0,266,1109,1,1,Emerald Publishing Limited,4.153558052434457
Journal of Digestive Endoscopy,0,862,1700,1,1,Wiley,1.969872537659328
Enlighten,0,42766,94188,1,1,Rowman & Littlefield Publishers,2.202352280964295
Scientific Open Access Journals,1,284,25,1,1,Elsevier,0.08771929824561403
International Journal of Electrochemical Science,1,12249,162648,1,1,Elsevier BV,13.27738775510204
