Titre,Est_Predateur
Acta Theologica,0
Journal Network,1
Machine Learning: Science and Technology,0
Archives of Aesthetic Plastic Surgery,0
Anatolian Journal of Health Research,0
"Ear, Nose & Throat Journal",0
Textes & Contextes,0
Journal of Studies in Social Sciences and Humanities,1
Universal Publishing & Research Organization,1
Cell Reports Physical Science,0
"International Scientific Research Organization for Science, Engineering and Technology",1
International Journal of Human Resource and Procurement,1
Non Olympic Times,1
International Research Journal of Management Sciences,1
International Research Publication House,1
Север и рынок: формирование экономического порядка,0
Persian Journal of Acarology,0
International Journal of Science Environment and Technology,1
Revue Française de Photogrammétrie et de Télédétection,0
International Journal of Modern Engineering Research,1
"Animal Welfare, Etológia és Tartástechnológia",0
Apuntes de Bioética,0
Revista de Psicologia,0
Journal for Research,1
CleanMat,0
Cyber Journals,1
Annals of Dunarea de Jos University. Fascicle I : Economics and Applied Informatics,0
Journal of Financial Education,1
Annals of Neurosciences,0
International Journal of Science Engineering and Advance Technology,1
Demografie,0
Global Journal of Medicine and Public Health,1
Faṣlnāmah-i Pizhūhish-i Huqūq-i Khuṣūṣī,0
International Journal of Emerging Trends in Research,1
International Journal of Wisdom Based Computing,1
Lighthouse Journal Publication,1
International Journal of Computer Science and Information Technologies,1
Advances in Cognitive Psychology,0
JAACAP Open,0
Journal of Global Business Management,1
Fushe yanjiu yu fushe gongyi xuebao,0
Food and Energy Security,0
Environmental Energy and Economic Research,0
Medical Sciences Forum,0
علوم و فنون نظامی,0
Translatio,0
Elixir International Journal,1
Asian Pacific Journal of Pharmacy and Phytochemistry,1
PLoS Biology,0
International Journal of Research in Management & Business Studies,1
Etnográfica: Revista do Centro em Rede de Investigação em Antropologia,0
Revista de Investigación de Física,0
Shiraz E-Medical Journal,1
Glasnik Etnografskog Instituta SANU,0
Verizona Publisher,1
"Journal of Research in Obstetrics, Gynaecology and Infertility",1
Global Openaccess,1
Felsefe Arkivi,0
Deccan Pharma Journals,1
International Journal of Advances in Engineering & Technology,1
Sci-Afric Publishers,1
پژوهشهای نسخه شناسی و تصحیح متون,0
Tidsskrift for Omsorgsforskning,0
Journal of Internet Services and Information Security,0
Quazzy Journals,1
Revue Territoires Environnement et Développement,0
International Journal of Innovative Research and Creative Technology,1
Revista de Medicina y Cine / Journal of Medicine and Movies,0
Research India Publications,1
Kogaion Publishing Center,1
Measurement Science Review,0
Khazanah: Jurnal Studi Islam dan Humaniora,0
Glioma,0
تحقیقات تولیدات دامی,0
Veterinary Research Notes,0
Gadjah Mada International Journal of Business,0
"Simetris: Jurnal Teknik Mesin, Elektro dan Ilmu Komputer",0
Environmental Research: Climate,0
Quest Journals,1
Asian Journal of Business and Management Sciences,1
"Èkonomika, Pedagogika i Pravo",0
Global Society of Scientific Research and Researchers,1
ESRSA Publication — Engineering and Science Research Support Academy,1
Global Academic Institute,1
World Journal of Pharmaceutical Research,1
International Journal of Development and Sustainability,1
Revista de Estudios Jurídicos y Criminológicos,0
Annals of Urologic Oncology,0
BMC Cancer,0
"International Institute for Private, Commercial and Competition Law",1
Asian Transactions,1
South Asian Journal of Mathematics,1
Journal of Contemporary Brachytherapy,0
Sibirskie Istoričeskie Issledovaniâ,0
Journal of Intensive Medicine,0
World Science and Research Publishing,1
Ius Novum,0
Arithmetic,0
Indian Journal of Drugs,1
Journal of Business Management and Applied Economics,1
The Journal of Academic Social Science Studies,1
International Journal for Modern Trends in Science and Technology,1
Journal of Socio-Economics on Tropical Agriculture (Jurnal Sosial Ekonomi Pertanian Tropis) (JOSETA),0
Journal of Applied Economics and Business,1
Rasbran,0
Vox Juris,0
Jurnal Psikiatri Surabaya,0
Revista de Filología de la Universidad de La Laguna,0
Krakowskie Studia z Historii Państwa i Prawa,0
Mushaf,0
International Journal of Digital Communication and Networks,1
Bulletin of the Iraq Natural History Museum,0
International Journal for Innovative Research in Science and Technology,1
Ergot,0
United Scientific Group,1
Epilepsia Open,0
Holos,0
International Design Journal,1
Bulletin of Society for Mathematical Services and Standards,1
Proceedings of Science,0
International Journal of Innovative Trends in Engineering,1
Scientific Researches,1
"Revista Iberoamericana de Contaduría, Economía y Administración",1
Technics Technologies Education Management,1
Revista Estrategia Organizacional,0
Journals of Scientifics R&D,1
Journal of Pediatric Research,0
Journal of Metabolic Health,0
Estudios Interlingüísticos,0
Liames,0
Российский технологический журнал,0
International Journal of Law and Legal Jurisprudence Studies,1
GRDS Publishing,1
Journal of Biological Dynamics,0
"Journal of Applied Science, Information and Computing",0
Journal of Medical Biomedical and Applied Sciences,1
Better Advances Press,1
BioPublisher,1
Australian Journal of Clinical Education,0
Scientific Research Publishing,1
Revista de Știinţe Educaţiei,0
Global Scholars Journals,1
Cuadernos del CEMYR,0
Scribes Guild,1
Asian Journal of Mathematics and Applications,1
Przegląd Dermatologiczny,0
International Journal of Sanskrit Research,1
SPIRI The Global Research,1
Advances in Industrial Engineering and Management,0
International Institute of Engineers & Researchers,1
"Journal of Chemical, Biological and Physical Sciences",1
Zt-Journals,1
Jurnal Riset Akuntansi Kontemporer,0
International Journal of Engineering Sciences & Research Technology,1
SciRes Literature,1
Comunicación y Hombre,0
International Journal of Current Microbiology and Applied Sciences,1
Hamidiye Medical Journal,0
Science Publishing Group,1
RSF: The Russell Sage Foundation Journal of the Social Sciences,0
International Review of Research in Open and Distributed Learning,0
International Education Research Foundation,1
"European Journal of Economics, Finance and Administrative Sciences",1
Frontiers in Environmental Economics,0
AME Publishing Company,1
"International Academy of Arts, Science & Technology",1
"Transactions of the VŠB: Technical University of Ostrava, Safety Engineering Series",0
Bahastra,0
Oceanic Journals,1
Ology Science,1
Journal of Kerman University of Medical Sciences,0
Technology and Innovation,0
International Journal of Advent Research in Computer and Electronics,1
Health Science Monitor,0
Journal of Pharmaceutical and Scientific Innovation,1
Avian Conservation and Ecology,0
World Journal of Publisher,1
International Journal of Pharmacology and Physiology,1
Science Research Association,1
Interfaces Numériques,0
International Journal of English Research,1
Journal of Environmental Nanotechnology,1
Biotika,0
Aspects of Molecular Medicine,0
International Journal of Education and Research,1
Slauga: Mokslas ir Praktika,0
Analytics,0
Journal of Media & Mass Communication,1
Purple Journals,1
PiscoMed Publishing,1
International Journal of Current Engineering Sciences,1
Acta  de Gerencia Ciencia,1
پژوهش‌های زیرساخت‌های عمرانی,0
British Journal for Military History,0
Clinical and Applied Thrombosis/Hemostasis,0
ARC Journals,1
International Publisher for Advanced Scientific Journals,1
International Journal of Research Methodology,1
Cuestiones de Filosofía,0
Aksona,0
International Refereed Journal of Engineering and Science,1
Electronic Journal of Biology,1
Z Badań nad Książką i Księgozbiorami Historycznymi,0
Krishi Sanskriti,1
Revista Transilvană de Ştiinţe Administrative,0
Digital Information Research Foundation,1
مجلة جامعة كركوك. الدراسات العلمية,0
ScienceOpen Research,0
Academic Research Publishers,1
Mr. Scholar,1
The Global Journals,1
International Journal of Medical Science and Education,1
Kosova Anthropologica,0
Refleksi,0
Iranian Journal of Information Processing & Management,0
International Academy of Business & Economics,1
Asian Journal of Pharmaceutical Research and Health Care,1
Water Alternatives,0
International Journal of Modern Sciences and Engineering Technology,1
Lingual,0
A M Publishers,1
BMC Biomedical Engineering,0
Animal Models and Experimental Medicine,0
Journal of Health Research,0
The Turkish Journal of Ear Nose and Throat,0
International Journal of Medical Science Research and Practice,1
Revista de Artes Marciales Asiáticas,0
Journal of Teaching and Learning,0
Al-Azhar Journal of Pediatrics,0
Materiali di Estetica: Terza Serie,0
Terminal Journals,1
Essential Chem,0
Scientific Viewers,1
Assimilation,0
Civilizar,0
SJournals,1
Chemical Science Transactions,1
Scholar Publications,1
International Journal of Computer Science and Telecommunications,1
Journal of Writing Research,0
Annals of Gastroenterological Surgery,0
Enhanced Research Publications,1
Maejo International Journal of Science and Technology,0
Academy of Scientific and Applied Research,1
Revista Chapingo Serie Horticultura,0
Medicentro,0
Journal de Afrikana,1
Muzikološki Zbornik,0
The Journal of Civic Information,0
International Journal of Applied Dental Sciences,1
International Journal of Computer and Information Technology,1
Jordan Journal of Nursing Research,0
International Journal of Innovative Research in Advanced Engineering,1
هنر اسلامی,0
World Journal of Pharmaceutical Sciences,1
International Journal of Electrochemistry,0
Universal Research Group,1
Contemporary Research in India,1
Revista Catarinense da Ciência Contábil,0
Convergência Lusíada,0
Digital Health,0
Journal of Governance and Public Policy,0
Journal of Digestive Endoscopy,0
Enlighten,0
Scientific Open Access Journals,1
International Journal of Electrochemical Science,1
Tebuireng,0
International Journal of Innovations in Engineering and Technology,1
MAYFEB Technology Development,1
International Journal of Electrical Energy,1
Enfoque,0
منظر,0
Philippine Association of Institutions for Research,1
International Journal of Scientific Progress & Research,1
International Science and Medical Journals,1
Reseñas de Enseñanza de la Historia,0
International Journal of Health Research,1
International Formulae Group,1
Hayati Journal of Biosciences,0
Journal of Advanced Veterinary and Animal Research,1
International Journal of Applied Biology and Pharmaceutical Technology,1
